City_ID,City,Country,Date,Lat,Lng,Max Temp,Current Description,Humidity,Clouds,Wind Speed,Rain (last 3h),Snow (last 3h)
231,Bedesa,ET,2020-04-19 20:30:55,8.9,40.78,63.61,light rain,47,93,2.55,0.65,0.0
232,Okato,NZ,2020-04-19 20:30:55,-39.2,173.88,57.99,overcast clouds,86,93,1.01,0.0,0.0
233,Tiarei,PF,2020-04-19 20:26:53,-17.53,-149.33,86.0,overcast clouds,74,100,6.93,0.0,0.0
234,Te Anau,NZ,2020-04-19 20:24:08,-45.42,167.72,47.3,broken clouds,64,53,6.08,0.0,0.0
235,Borogontsy,RU,2020-04-19 20:30:56,62.67,131.17,6.53,scattered clouds,87,25,1.68,0.0,0.0
236,Carutapera,BR,2020-04-19 20:30:56,-1.2,-46.02,80.69,light rain,82,77,8.3,1.15,0.0
237,Ribeira Grande,PT,2020-04-19 20:27:43,38.52,-28.7,59.0,few clouds,51,20,13.87,0.0,0.0
238,Sidi Ali,DZ,2020-04-19 20:30:57,36.1,0.42,58.48,light rain,82,100,13.82,0.58,0.0
239,Bandarbeyla,SO,2020-04-19 20:26:43,9.49,50.81,82.27,overcast clouds,68,91,5.37,0.0,0.0
240,Aswan,EG,2020-04-19 20:30:57,24.09,32.91,74.32,clear sky,25,0,10.96,0.0,0.0
241,Tasiilaq,GL,2020-04-19 20:27:55,65.61,-37.64,33.8,overcast clouds,69,100,4.7,0.0,0.0
242,Chenzhou,CN,2020-04-19 20:30:58,25.8,113.03,61.23,broken clouds,83,60,0.4,0.0,0.0
243,Mount Gambier,AU,2020-04-19 20:26:00,-37.83,140.77,59.0,scattered clouds,87,40,17.22,0.0,0.0
244,Yichang,CN,2020-04-19 20:30:59,30.71,111.28,59.85,light rain,82,100,1.39,2.95,0.0
245,Kahului,US,2020-04-19 20:30:59,20.89,-156.47,78.8,few clouds,61,20,9.17,0.0,0.0
246,Los Llanos De Aridane,ES,2020-04-19 20:30:59,28.66,-17.92,66.2,few clouds,68,20,14.99,0.0,0.0
247,Adrar,MR,2020-04-19 20:25:37,20.5,-10.07,79.21,clear sky,16,0,7.43,0.0,0.0
248,Dumas,US,2020-04-19 20:27:39,35.87,-101.97,73.0,clear sky,26,1,6.93,0.0,0.0
249,Yabelo,ET,2020-04-19 20:31:00,4.88,38.08,58.77,light rain,55,91,0.29,0.13,0.0
250,Shimoda,JP,2020-04-19 20:28:19,34.67,138.95,50.0,light rain,92,100,1.01,1.36,0.0
251,Saint-Ambroise,CA,2020-04-19 20:31:00,48.55,-71.33,43.0,light snow,79,100,5.01,0.0,1.49
252,Gorontalo,ID,2020-04-19 20:30:06,0.54,123.06,76.75,light rain,87,95,2.3,0.24,0.0
253,Constitucion,CL,2020-04-19 20:24:09,-35.33,-72.42,64.09,broken clouds,52,81,17.76,0.0,0.0
254,Tumpat,MY,2020-04-19 20:31:01,6.2,102.17,80.6,light rain,94,40,2.24,0.0,0.0
255,Ust-Nera,RU,2020-04-19 20:31:01,64.57,143.2,0.93,overcast clouds,78,92,3.24,0.0,0.0
256,Lahaina,US,2020-04-19 20:31:01,20.88,-156.68,78.8,clear sky,50,1,5.93,0.0,0.0
257,Payakumbuh,ID,2020-04-19 20:31:02,-0.22,100.63,69.91,broken clouds,80,69,0.13,0.0,0.0
258,Iwanai,JP,2020-04-19 20:31:02,42.97,140.51,40.39,overcast clouds,71,100,8.23,0.0,0.0
259,Walvis Bay,NA,2020-04-19 20:28:34,-22.96,14.51,60.8,clear sky,82,1,4.7,0.0,0.0
260,Kawalu,ID,2020-04-19 20:31:03,-7.38,108.21,73.47,light rain,80,80,1.45,0.46,0.0
261,Baykit,RU,2020-04-19 20:28:02,61.67,96.37,21.2,clear sky,90,0,2.06,0.0,0.0
262,Verkh-Usugli,RU,2020-04-19 20:31:03,52.7,115.17,14.81,overcast clouds,73,97,7.45,0.0,0.0
263,La Ronge,CA,2020-04-19 20:24:35,55.1,-105.28,41.0,broken clouds,41,75,19.46,0.0,0.0
264,Ust-Kuyga,RU,2020-04-19 20:31:03,70.02,135.6,4.84,few clouds,92,18,6.89,0.0,0.0
265,Saint George,US,2020-04-19 20:28:20,37.1,-113.58,72.0,clear sky,32,1,8.05,0.0,0.0
266,Phu Ly,VN,2020-04-19 20:31:04,20.54,105.91,74.71,scattered clouds,95,46,3.09,0.0,0.0
267,Tshela,CD,2020-04-19 20:31:04,-4.98,12.93,74.95,light rain,89,94,1.7,1.02,0.0
268,Bairiki,KI,2020-04-19 20:26:35,1.33,172.98,82.4,shower rain,83,20,4.7,0.0,0.0
269,Fortuna,US,2020-04-19 20:24:23,40.6,-124.16,60.01,clear sky,67,1,6.93,0.0,0.0
270,Sola,VU,2020-04-19 20:24:20,-13.88,167.55,82.49,light rain,76,39,8.08,1.68,0.0
271,Klaksvik,FO,2020-04-19 20:25:36,62.23,-6.59,42.8,clear sky,93,1,9.17,0.0,0.0
272,Marsa Matruh,EG,2020-04-19 20:27:48,31.35,27.25,59.0,clear sky,72,0,4.14,0.0,0.0
273,Rawson,AR,2020-04-19 20:31:05,-43.3,-65.1,65.5,overcast clouds,28,97,13.67,0.0,0.0
274,Christchurch,NZ,2020-04-19 20:31:06,-43.53,172.63,53.6,broken clouds,46,62,11.41,0.0,0.0
275,Dryden,CA,2020-04-19 20:31:06,49.78,-92.75,35.6,broken clouds,37,75,21.92,0.0,0.0
276,Alofi,NU,2020-04-19 20:28:53,-19.06,-169.92,82.4,broken clouds,78,61,5.82,0.0,0.0
277,Madimba,TZ,2020-04-19 20:31:06,-10.4,40.33,77.0,few clouds,88,20,11.41,0.0,0.0
278,Mirabad,AF,2020-04-19 20:31:06,30.44,61.84,72.68,clear sky,42,7,4.07,0.0,0.0
279,Shenjiamen,CN,2020-04-19 20:27:11,29.96,122.3,57.27,broken clouds,80,67,11.07,0.0,0.0
280,Sulangan,PH,2020-04-19 20:26:11,11.14,123.72,81.81,light rain,82,45,14.14,0.33,0.0
281,Lavrentiya,RU,2020-04-19 20:28:39,65.58,-171.0,19.2,overcast clouds,91,99,8.23,0.0,0.0
282,Beyneu,KZ,2020-04-19 20:31:07,45.32,55.2,65.21,light rain,40,100,9.51,0.89,0.0
283,Itamarandiba,BR,2020-04-19 20:31:08,-17.86,-42.86,63.72,few clouds,73,21,3.49,0.0,0.0
284,Ecoporanga,BR,2020-04-19 20:31:08,-18.37,-40.83,70.43,scattered clouds,79,40,5.82,0.0,0.0
285,Salalah,OM,2020-04-19 20:29:31,17.02,54.09,82.4,few clouds,69,20,4.7,0.0,0.0
286,Tashara,RU,2020-04-19 20:31:08,55.52,83.51,45.14,overcast clouds,63,98,2.42,0.0,0.0
287,Capaci,IT,2020-04-19 20:31:08,38.17,13.24,66.0,overcast clouds,89,100,6.91,0.0,0.0
288,Toora-Khem,RU,2020-04-19 20:31:09,52.47,96.11,30.33,clear sky,62,0,2.21,0.0,0.0
289,Huarmey,PE,2020-04-19 20:26:34,-10.07,-78.15,77.76,clear sky,61,3,9.01,0.0,0.0
290,Ciudad Bolivar,VE,2020-04-19 20:31:09,8.12,-63.55,96.22,broken clouds,32,83,9.78,0.0,0.0
291,Abu Zabad,SD,2020-04-19 20:31:09,12.35,29.25,77.83,scattered clouds,15,41,9.86,0.0,0.0
292,Ananindeua,BR,2020-04-19 20:31:10,-1.37,-48.37,80.6,broken clouds,88,75,2.24,0.0,0.0
293,Carballo,ES,2020-04-19 20:31:10,43.21,-8.69,57.0,few clouds,86,20,4.41,0.0,0.0
294,Port Blair,IN,2020-04-19 20:27:21,11.67,92.75,83.35,clear sky,76,6,4.81,0.0,0.0
295,Sarangani,PH,2020-04-19 20:31:11,5.4,125.46,83.39,light rain,78,92,14.36,1.04,0.0
296,Georgetown,MY,2020-04-19 20:23:08,5.41,100.34,80.6,few clouds,94,20,4.7,0.0,0.0
297,Razole,IN,2020-04-19 20:31:11,16.48,81.83,77.02,broken clouds,92,54,2.42,0.0,0.0
298,Chicama,PE,2020-04-19 20:27:15,-7.84,-79.15,73.4,few clouds,73,19,10.29,0.0,0.0
299,Paamiut,GL,2020-04-19 20:27:42,61.99,-49.67,28.9,clear sky,91,7,16.51,0.0,0.0
300,Nanakuli,US,2020-04-19 20:31:12,21.39,-158.15,78.8,broken clouds,69,75,4.7,0.0,0.0
301,Pangkalanbuun,ID,2020-04-19 20:31:12,-2.68,111.62,75.58,broken clouds,91,55,3.53,0.0,0.0
302,Nishihara,JP,2020-04-19 20:29:05,26.18,127.76,75.2,broken clouds,88,75,16.11,0.0,0.0
303,Tshikapa,CD,2020-04-19 20:31:13,-6.42,20.8,69.87,broken clouds,76,66,1.72,0.0,0.0
304,Lata,PT,2020-04-19 20:28:04,40.16,-8.33,57.99,few clouds,81,21,1.01,0.0,0.0
305,London,GB,2020-04-19 20:27:32,51.51,-0.13,55.0,clear sky,50,0,10.29,0.0,0.0
306,Kaohsiung,TW,2020-04-19 20:31:13,22.62,120.31,75.99,few clouds,94,20,3.36,0.0,0.0
307,Zhuanghe,CN,2020-04-19 20:31:14,39.7,122.99,50.0,light rain,91,100,1.99,0.93,0.0
308,Havoysund,NO,2020-04-19 20:28:05,71.0,24.66,39.2,light intensity drizzle,86,75,20.8,0.0,0.0
309,Aykhal,RU,2020-04-19 20:31:14,66.0,111.5,17.6,clear sky,48,0,4.47,0.0,0.0
310,Tual,ID,2020-04-19 20:31:15,-5.67,132.75,83.97,clear sky,72,1,6.8,0.0,0.0
311,La Paz,BO,2020-04-19 20:31:15,-16.5,-68.15,55.4,broken clouds,43,75,10.29,0.0,0.0
312,Massakory,TD,2020-04-19 20:31:15,13.0,15.73,87.24,few clouds,12,15,9.89,0.0,0.0
313,Limon,CR,2020-04-19 20:31:15,10.0,-83.03,87.01,clear sky,70,4,8.05,0.0,0.0
314,Mayumba,GA,2020-04-19 20:31:15,-3.43,10.66,79.95,light rain,86,83,2.82,1.99,0.0
315,Chokurdakh,RU,2020-04-19 20:24:06,70.63,147.92,6.67,overcast clouds,94,94,10.47,0.0,0.0
316,Cabo San Lucas,MX,2020-04-19 20:25:55,22.89,-109.91,80.01,clear sky,50,5,10.29,0.0,0.0
317,Port Macquarie,AU,2020-04-19 20:28:05,-31.43,152.92,55.0,clear sky,97,9,5.61,0.0,0.0
318,Pemangkat,ID,2020-04-19 20:27:11,1.17,108.97,78.15,light rain,83,100,4.45,0.16,0.0
319,San Cristobal,VE,2020-04-19 20:31:17,7.77,-72.22,91.4,smoke,49,40,5.82,0.0,0.0
320,Kitui,KE,2020-04-19 20:31:17,-1.37,38.01,65.55,light rain,72,100,4.94,3.0,0.0
321,Paragominas,BR,2020-04-19 20:31:17,-2.97,-47.48,77.77,moderate rain,89,75,2.19,3.1,0.0
322,Kibre Mengist,ET,2020-04-19 20:31:17,5.88,38.98,60.87,light rain,60,100,1.97,1.9,0.0
323,Baherden,TM,2020-04-19 20:31:18,38.44,57.43,70.57,clear sky,30,2,5.53,0.0,0.0
324,Pangody,RU,2020-04-19 20:31:18,65.85,74.49,33.01,overcast clouds,94,94,11.23,0.0,0.0
325,Ha Giang,VN,2020-04-19 20:31:18,22.83,104.98,77.36,light rain,80,92,2.71,0.32,0.0
326,Amapa,BR,2020-04-19 20:29:09,1.0,-52.0,81.0,light rain,77,37,3.62,1.31,0.0
327,Cabedelo,BR,2020-04-19 20:31:19,-6.98,-34.83,80.6,scattered clouds,83,40,10.29,0.0,0.0
328,Cairns,AU,2020-04-19 20:30:25,-16.92,145.77,78.8,overcast clouds,83,90,6.93,0.0,0.0
329,Moron,AR,2020-04-19 20:28:18,-34.65,-58.62,80.01,clear sky,46,0,4.0,0.0,0.0
330,Laguna,US,2020-04-19 20:26:45,38.42,-121.42,68.0,scattered clouds,52,40,9.17,0.0,0.0
331,Viedma,AR,2020-04-19 20:31:20,-40.81,-63.0,66.83,scattered clouds,32,46,4.99,0.0,0.0
332,Ostrovnoy,RU,2020-04-19 20:24:58,68.05,39.51,28.85,overcast clouds,96,89,8.95,0.0,0.0
333,Stadtallendorf,DE,2020-04-19 20:31:20,50.83,9.02,50.0,clear sky,49,0,10.94,0.0,0.0
334,Torbay,CA,2020-04-19 20:24:57,47.67,-52.73,35.01,moderate rain,92,90,32.21,0.0,0.0
335,Atakpame,TG,2020-04-19 20:31:20,7.53,1.13,76.57,moderate rain,77,100,2.42,3.72,0.0
336,Lerwick,GB,2020-04-19 20:31:21,60.15,-1.15,44.6,clear sky,87,0,8.05,0.0,0.0
337,Tivaouane,SN,2020-04-19 20:31:21,14.95,-16.81,69.8,clear sky,73,1,18.34,0.0,0.0
338,Juneau,US,2020-04-19 20:27:49,58.3,-134.42,55.4,broken clouds,50,75,13.87,0.0,0.0
339,Bowen,AU,2020-04-19 20:27:55,-20.02,148.23,75.0,scattered clouds,94,40,3.36,0.0,0.0
340,Zhigansk,RU,2020-04-19 20:31:22,66.77,123.37,12.87,overcast clouds,93,100,9.15,0.0,0.0
341,Cambridge,CA,2020-04-19 20:29:05,43.36,-80.31,48.0,overcast clouds,75,90,19.46,0.0,0.0
342,Bhadrapur,NP,2020-04-19 20:31:22,26.54,88.09,75.24,light rain,54,20,9.57,0.12,0.0
343,Orchard Homes,US,2020-04-19 20:31:22,46.86,-114.05,55.4,overcast clouds,47,90,5.82,0.0,0.0
344,Novyy Nekouz,RU,2020-04-19 20:31:22,57.9,38.07,32.97,clear sky,88,0,4.9,0.0,0.0
345,Port-Gentil,GA,2020-04-19 20:30:44,-0.72,8.78,82.4,few clouds,88,20,3.36,0.0,0.0
346,Sao Felix Do Xingu,BR,2020-04-19 20:27:58,-6.64,-51.99,77.74,moderate rain,87,98,1.5,3.31,0.0
347,Los Banos,PH,2020-04-19 20:31:23,14.17,121.18,82.4,few clouds,69,20,2.24,0.0,0.0
348,Hasaki,JP,2020-04-19 20:27:56,35.73,140.83,48.2,light rain,87,75,11.41,0.0,0.0
349,Casma,CL,2020-04-19 20:31:23,-41.01,-73.12,62.6,light rain,59,95,6.93,0.47,0.0
350,Ariquemes,BR,2020-04-19 20:31:24,-9.91,-63.04,78.35,moderate rain,91,100,2.42,4.15,0.0
351,Whitehorse,CA,2020-04-19 20:26:41,60.72,-135.05,55.4,broken clouds,32,75,11.41,0.0,0.0
352,Copala,MX,2020-04-19 20:31:24,16.65,-98.98,86.27,broken clouds,53,60,10.89,0.0,0.0
353,Yumen,CN,2020-04-19 20:31:24,40.28,97.2,41.52,few clouds,26,20,12.71,0.0,0.0
354,Khandyga,RU,2020-04-19 20:31:25,62.67,135.6,1.49,clear sky,87,0,3.24,0.0,0.0
355,Tiksi,RU,2020-04-19 20:24:13,71.69,128.87,10.42,overcast clouds,89,100,6.31,0.0,0.0
356,Vao,NC,2020-04-19 20:28:42,-22.67,167.48,76.21,light rain,79,100,14.85,1.26,0.0
357,Salinas,US,2020-04-19 20:31:25,36.68,-121.66,62.6,few clouds,59,20,8.05,0.0,0.0
358,Santa Rosa,PH,2020-04-19 20:31:25,14.31,121.11,82.4,few clouds,69,20,2.24,0.0,0.0
359,Pontianak,ID,2020-04-19 20:26:38,-0.03,109.33,77.76,overcast clouds,84,100,1.5,0.0,0.0
360,Morgan City,US,2020-04-19 20:31:26,29.7,-91.21,84.0,scattered clouds,69,40,11.41,0.0,0.0
361,Vega De Alatorre,MX,2020-04-19 20:31:26,20.03,-96.63,88.9,clear sky,60,0,11.5,0.0,0.0
362,Ancud,CL,2020-04-19 20:24:21,-41.87,-73.82,59.0,few clouds,62,20,11.41,0.0,0.0
363,Suhut,TR,2020-04-19 20:31:27,38.53,30.55,56.07,few clouds,37,22,3.4,0.0,0.0
364,Eyl,SO,2020-04-19 20:31:27,7.98,49.82,83.53,broken clouds,73,81,7.81,0.0,0.0
365,Okakarara,NA,2020-04-19 20:31:27,-20.58,17.43,68.88,scattered clouds,39,43,4.76,0.0,0.0
366,Teguise,ES,2020-04-19 20:31:27,29.06,-13.56,66.2,few clouds,63,20,11.41,0.0,0.0
367,Lakatoro,VU,2020-04-19 20:31:28,-16.1,167.42,75.2,broken clouds,100,75,2.24,0.0,0.0
368,Sabang,ID,2020-04-19 20:28:35,5.89,95.32,83.03,scattered clouds,74,31,6.96,0.0,0.0
369,Huambo,AO,2020-04-19 20:29:47,-12.78,15.74,61.07,moderate rain,58,100,4.52,3.08,0.0
370,Russell,US,2020-04-19 20:31:28,32.35,-85.2,57.2,light intensity drizzle,93,90,3.36,0.0,0.0
371,Saint-Francois,FR,2020-04-19 20:24:41,46.42,3.91,59.0,overcast clouds,87,100,2.19,0.0,0.0
372,Safaga,EG,2020-04-19 20:31:29,26.73,33.94,77.0,clear sky,36,0,12.75,0.0,0.0
373,Venice,US,2020-04-19 20:29:53,27.1,-82.45,90.0,clear sky,79,1,11.41,0.0,0.0
374,Moroni,KM,2020-04-19 20:31:29,-11.7,43.26,82.35,broken clouds,75,77,15.68,0.0,0.0
375,Barmer,IN,2020-04-19 20:31:30,25.75,71.38,83.35,light rain,30,100,9.01,0.35,0.0
376,Severo-Yeniseyskiy,RU,2020-04-19 20:31:30,60.37,93.04,25.99,broken clouds,89,72,5.48,0.0,0.0
377,Hauterive,FR,2020-04-19 20:31:30,46.09,3.45,59.0,overcast clouds,93,100,2.28,0.0,0.0
378,Atagay,RU,2020-04-19 20:31:30,55.1,99.39,28.26,clear sky,81,0,5.39,0.0,0.0
379,Jacareacanga,BR,2020-04-19 20:31:31,-6.22,-57.75,75.18,overcast clouds,90,100,1.32,0.0,0.0
380,Guasca,CO,2020-04-19 20:31:31,4.87,-73.88,66.2,shower rain,59,40,13.87,0.0,0.0
381,Bilma,NE,2020-04-19 20:31:31,18.69,12.92,86.0,broken clouds,12,78,4.54,0.0,0.0
382,Macapa,BR,2020-04-19 20:31:31,0.04,-51.07,87.8,thunderstorm,70,40,5.82,0.0,0.0
383,Fremont,US,2020-04-19 20:30:02,37.55,-121.99,66.99,scattered clouds,55,40,7.92,0.0,0.0
384,Hemsedal,NO,2020-04-19 20:31:32,60.86,8.55,37.99,clear sky,61,0,3.96,0.0,0.0
385,Ixtapa,MX,2020-04-19 20:28:24,20.7,-105.2,79.0,clear sky,73,5,13.87,0.0,0.0
386,Seminole,US,2020-04-19 20:29:24,28.71,-81.21,93.2,few clouds,36,20,12.75,0.0,0.0
387,Monrovia,LR,2020-04-19 20:31:32,6.3,-10.8,82.4,scattered clouds,83,40,4.81,0.0,0.0
388,Atasu,KZ,2020-04-19 20:31:33,48.68,71.64,54.55,few clouds,41,21,4.18,0.0,0.0
389,Yeppoon,AU,2020-04-19 20:27:32,-23.13,150.73,71.6,broken clouds,94,75,5.82,0.0,0.0
390,Bjornevatn,NO,2020-04-19 20:31:33,69.67,29.98,35.6,overcast clouds,89,90,20.8,0.0,0.0
391,Las Cruces,US,2020-04-19 20:31:34,32.31,-106.78,75.0,clear sky,13,1,16.11,0.0,0.0
392,Kavieng,PG,2020-04-19 20:27:05,-2.57,150.8,83.59,broken clouds,74,71,5.12,0.0,0.0
393,Anadyr,RU,2020-04-19 20:25:47,64.75,177.48,17.6,light snow,85,20,2.24,0.0,0.0
394,Bakau,GM,2020-04-19 20:31:34,13.48,-16.68,75.2,clear sky,64,4,10.29,0.0,0.0
395,Xinqing,CN,2020-04-19 20:31:35,48.23,129.5,43.97,overcast clouds,67,100,3.4,0.0,0.0
396,Karla,EE,2020-04-19 20:31:35,59.37,24.93,42.01,overcast clouds,75,97,3.36,0.0,0.0
397,Meiganga,CM,2020-04-19 20:31:35,6.52,14.3,70.18,broken clouds,64,77,3.2,0.0,0.0
398,Hoa Binh,VN,2020-04-19 20:30:02,20.81,105.34,75.2,mist,94,90,6.93,0.0,0.0
399,Kerema,PG,2020-04-19 20:29:05,-7.96,145.78,78.6,broken clouds,85,51,3.42,0.0,0.0
400,Najran,SA,2020-04-19 20:31:36,17.49,44.13,73.4,scattered clouds,64,40,4.7,0.0,0.0
401,Kyzyl-Suu,KG,2020-04-19 20:31:36,42.34,78.0,41.04,clear sky,30,0,4.45,0.0,0.0
402,Parana,AR,2020-04-19 20:29:37,-31.73,-60.52,87.01,clear sky,33,0,5.01,0.0,0.0
403,North Bend,US,2020-04-19 20:31:37,43.41,-124.22,61.0,clear sky,66,1,11.41,0.0,0.0
404,Andenes,NO,2020-04-19 20:28:17,69.31,16.12,41.0,light rain,86,100,20.8,0.0,0.0
405,Mirzapur,IN,2020-04-19 20:31:37,25.15,82.58,84.78,overcast clouds,17,100,6.06,0.0,0.0
406,Shingu,JP,2020-04-19 20:31:38,33.73,135.98,60.01,heavy intensity rain,90,100,10.96,22.39,0.0
407,Mayo,US,2020-04-19 20:31:38,38.89,-76.51,66.0,clear sky,54,1,14.99,0.0,0.0
408,Cardston,CA,2020-04-19 20:31:38,49.2,-113.3,50.14,clear sky,40,4,11.63,0.0,0.0
409,Bay Roberts,CA,2020-04-19 20:31:38,47.6,-53.26,35.01,moderate rain,1,100,14.0,0.0,0.0
410,Kez,RU,2020-04-19 20:31:39,57.9,53.72,31.53,scattered clouds,89,29,3.67,0.0,0.0
411,East London,ZA,2020-04-19 20:24:04,-33.02,27.91,75.74,clear sky,58,0,13.09,0.0,0.0
412,Norsup,VU,2020-04-19 20:31:39,-16.07,167.38,75.2,broken clouds,100,75,2.24,0.0,0.0
413,Reyes,BO,2020-04-19 20:31:40,-14.32,-67.38,84.9,clear sky,48,0,2.73,0.0,0.0
414,Kathmandu,NP,2020-04-19 20:29:04,27.72,85.32,57.2,broken clouds,87,75,3.36,0.0,0.0
415,Trairi,BR,2020-04-19 20:31:41,-3.28,-39.27,80.58,light rain,82,32,6.13,0.89,0.0
416,Talara,PE,2020-04-19 20:31:41,-4.58,-81.27,78.76,few clouds,63,21,11.5,0.0,0.0
417,Itarema,BR,2020-04-19 20:28:50,-2.92,-39.92,79.09,light rain,84,1,5.86,1.19,0.0
418,Preston,GB,2020-04-19 20:29:58,53.77,-2.72,50.0,clear sky,59,0,11.41,0.0,0.0
419,Pasighat,IN,2020-04-19 20:31:42,28.07,95.33,66.56,light rain,75,93,2.73,1.75,0.0
420,Tezu,IN,2020-04-19 20:31:42,27.92,96.17,65.35,light rain,70,100,4.23,2.45,0.0
421,Tandil,AR,2020-04-19 20:31:43,-37.32,-59.13,75.0,scattered clouds,53,40,3.0,0.0,0.0
422,Port Hardy,CA,2020-04-19 20:29:32,50.7,-127.42,50.0,overcast clouds,87,90,6.93,0.0,0.0
423,Roald,NO,2020-04-19 20:31:43,62.58,6.13,42.01,clear sky,93,0,12.75,0.0,0.0
424,Havelock,US,2020-04-19 20:27:04,34.88,-76.9,70.0,light rain,83,100,1.99,0.0,0.0
425,Bentiu,SS,2020-04-19 20:31:44,9.23,29.83,84.42,broken clouds,13,82,1.95,0.0,0.0
426,Cockburn Town,TC,2020-04-19 20:31:44,21.46,-71.14,79.16,clear sky,80,0,13.8,0.0,0.0
427,Mwene-Ditu,CD,2020-04-19 20:31:44,-7.0,23.45,66.99,light rain,75,100,2.39,1.29,0.0
428,Cabra,ES,2020-04-19 20:27:05,37.47,-4.44,62.6,light rain,59,42,4.7,0.44,0.0
429,Kyaikkami,MM,2020-04-19 20:31:45,16.08,97.57,81.43,overcast clouds,67,87,4.7,0.0,0.0
430,Valera,VE,2020-04-19 20:31:45,9.32,-70.6,80.65,moderate rain,59,90,1.57,4.22,0.0
431,Esna,EG,2020-04-19 20:31:45,25.29,32.55,78.8,clear sky,39,0,13.65,0.0,0.0
432,Carnarvon,AU,2020-04-19 20:25:25,-24.87,113.63,71.6,broken clouds,88,65,11.41,0.0,0.0
433,Nioro,GM,2020-04-19 20:31:46,13.35,-15.75,84.38,broken clouds,27,51,9.22,0.0,0.0
434,Myitkyina,MM,2020-04-19 20:25:11,25.38,97.4,69.75,few clouds,72,21,3.27,0.0,0.0
435,Marca,RO,2020-04-19 20:31:46,47.22,22.57,46.4,scattered clouds,75,50,3.36,0.0,0.0
436,Montepuez,MZ,2020-04-19 20:31:46,-13.13,39.0,67.1,overcast clouds,84,100,6.71,0.0,0.0
437,Contai,IN,2020-04-19 20:31:46,21.78,87.75,79.39,overcast clouds,64,89,13.76,0.0,0.0
438,Nipawin,CA,2020-04-19 20:31:47,53.37,-104.0,44.6,clear sky,39,1,20.8,0.0,0.0
439,Poum,NC,2020-04-19 20:25:52,-20.23,164.02,80.04,light rain,78,99,11.25,1.77,0.0
440,Kavaratti,IN,2020-04-19 20:31:47,10.57,72.64,85.24,few clouds,68,13,3.38,0.0,0.0
441,Sitka,US,2020-04-19 20:27:28,57.05,-135.33,42.8,broken clouds,81,75,5.82,0.0,0.0
442,Dingle,PH,2020-04-19 20:27:58,11.0,122.67,79.23,light rain,86,78,9.95,0.27,0.0
443,Disna,BY,2020-04-19 20:31:48,55.57,28.2,32.29,clear sky,91,0,6.87,0.0,0.0
444,Rio Grande,BR,2020-04-19 20:31:48,-32.03,-52.1,77.0,few clouds,53,20,13.87,0.0,0.0
445,Magole,TZ,2020-04-19 20:31:48,-6.37,37.37,73.4,broken clouds,94,75,0.74,0.0,0.0
446,Coari,BR,2020-04-19 20:30:30,-4.08,-63.14,83.52,light rain,83,94,1.88,1.81,0.0
447,Sao Joao Da Barra,BR,2020-04-19 20:31:49,-21.64,-41.05,77.0,broken clouds,65,68,11.41,0.0,0.0
448,Korla,CN,2020-04-19 20:31:49,41.76,86.15,59.0,overcast clouds,46,100,1.01,0.0,0.0
449,Touros,BR,2020-04-19 20:29:01,-5.2,-35.46,82.4,few clouds,78,20,10.29,0.0,0.0
450,Xaltepec,MX,2020-04-19 20:31:50,18.87,-97.6,84.0,light rain,39,68,8.01,0.44,0.0
451,Quanzhou,CN,2020-04-19 20:31:50,24.91,118.59,71.6,mist,94,90,6.71,0.0,0.0
452,Myrtle Beach,US,2020-04-19 20:31:50,33.69,-78.89,68.0,moderate rain,88,90,6.93,0.0,0.0
453,Kangaatsiaq,GL,2020-04-19 20:31:50,68.31,-53.46,26.64,snow,97,100,26.71,0.0,1.88
454,Nome,US,2020-04-19 20:29:05,64.5,-165.41,37.4,overcast clouds,93,90,1.99,0.0,0.0
455,Grindavik,IS,2020-04-19 20:25:31,63.84,-22.43,46.4,light intensity drizzle,93,90,29.97,0.0,0.0
456,Chaman,PK,2020-04-19 20:31:51,30.92,66.45,59.7,clear sky,41,0,0.72,0.0,0.0
457,Mogadishu,SO,2020-04-19 20:26:20,2.04,45.34,84.29,light rain,72,78,8.05,0.27,0.0
458,Pitimbu,BR,2020-04-19 20:31:51,-7.47,-34.81,80.6,scattered clouds,83,40,10.29,0.0,0.0
459,Bongaree,AU,2020-04-19 20:31:52,-27.08,153.16,57.0,clear sky,94,0,7.74,0.0,0.0
460,El Alto,PE,2020-04-19 20:31:52,-4.27,-81.21,75.9,few clouds,65,17,9.62,0.0,0.0
461,Cervo,ES,2020-04-19 20:31:52,43.67,-7.41,51.01,scattered clouds,1,36,3.6,0.0,0.0
462,Djambala,CG,2020-04-19 20:28:12,-2.54,14.75,68.47,overcast clouds,72,93,1.3,0.0,0.0
463,Rwamagana,RW,2020-04-19 20:31:53,-1.95,30.43,66.2,scattered clouds,88,40,1.23,0.0,0.0
464,Lipin Bor,RU,2020-04-19 20:31:53,60.26,37.98,31.5,overcast clouds,94,91,4.12,0.0,0.0
465,Bumba,CD,2020-04-19 20:31:53,2.18,22.47,72.43,light rain,85,87,2.01,0.69,0.0
466,Hailey,US,2020-04-19 20:31:53,43.52,-114.32,57.2,scattered clouds,33,40,5.82,0.0,0.0
467,Bathsheba,BB,2020-04-19 20:28:13,13.22,-59.52,84.2,scattered clouds,62,40,19.46,0.0,0.0
468,Victoria,HK,2020-04-19 20:26:59,22.29,114.16,75.99,overcast clouds,83,94,3.0,0.0,0.0
