City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Kieta,PG,2020-04-17 11:52:57,-6.22,155.63,78.49,80,100,0.45
307,Tuta,CO,2020-04-17 11:52:57,5.69,-73.23,52.86,41,95,3.87
308,Prado,BR,2020-04-17 11:52:57,-17.34,-39.22,79.59,83,12,11.92
309,Vardo,NO,2020-04-17 11:48:46,70.37,31.11,35.6,88,75,19.46
310,College,US,2020-04-17 11:48:28,64.86,-147.8,36.0,92,40,3.27
311,La Asuncion,VE,2020-04-17 11:52:58,11.03,-63.86,80.15,75,100,12.86
312,Mount Isa,AU,2020-04-17 11:47:42,-20.73,139.5,75.2,33,11,4.7
313,Lagoa,PT,2020-04-17 11:49:31,39.05,-27.98,59.61,74,37,7.96
314,Kidal,ML,2020-04-17 11:52:59,18.44,1.41,103.6,7,0,10.78
315,Acapulco,MX,2020-04-17 11:47:50,16.86,-99.89,73.4,83,5,3.36
316,Illapel,CL,2020-04-17 11:52:59,-31.63,-71.17,66.78,43,4,1.97
317,Tromso,NO,2020-04-17 11:48:51,69.65,18.96,37.4,74,75,8.05
318,Ossora,RU,2020-04-17 11:53:00,59.24,163.07,15.69,93,5,5.79
319,Roma,US,2020-04-17 11:48:05,43.21,-75.46,30.99,92,75,9.93
320,Carmen,MX,2020-04-17 11:53:00,18.63,-91.83,80.6,69,75,11.41
321,Conneaut,US,2020-04-17 11:53:01,41.95,-80.55,32.0,79,90,5.82
322,Vilhena,BR,2020-04-17 11:53:01,-12.74,-60.15,67.1,55,64,6.2
323,Inirida,CO,2020-04-17 11:53:01,3.87,-67.92,76.89,78,66,2.93
324,Saskylakh,RU,2020-04-17 11:47:39,71.92,114.08,-1.14,88,1,5.06
325,Livingston,GB,2020-04-17 11:53:02,55.9,-3.52,50.0,81,90,14.99
326,Jiuquan,CN,2020-04-17 11:53:02,39.74,98.52,47.97,32,100,2.62
327,Sena Madureira,BR,2020-04-17 11:53:02,-9.07,-68.66,68.32,68,26,3.91
328,Cootamundra,AU,2020-04-17 11:53:03,-34.65,148.03,49.78,69,0,2.55
329,Sobolevo,RU,2020-04-17 11:49:56,54.43,31.9,45.39,51,77,16.64
330,Bandarbeyla,SO,2020-04-17 11:49:34,9.49,50.81,85.75,62,49,10.78
331,Salalah,OM,2020-04-17 11:46:27,17.02,54.09,87.8,62,40,12.75
332,Toba,JP,2020-04-17 11:53:03,34.48,136.85,60.01,87,75,14.99
333,Ahar,IR,2020-04-17 11:53:04,38.48,47.07,60.87,29,42,3.78
334,Teahupoo,PF,2020-04-17 11:53:04,-17.83,-149.27,82.4,74,40,4.7
335,Harper,LR,2020-04-17 11:49:05,4.38,-7.72,85.26,79,92,12.01
336,Fairbanks,US,2020-04-17 11:43:27,64.84,-147.72,36.0,87,1,5.82
337,Whitehorse,CA,2020-04-17 11:53:05,60.72,-135.05,39.2,86,75,3.36
338,Pointe-Noire,CG,2020-04-17 11:48:41,-4.78,11.86,84.2,79,20,6.93
339,Burns Lake,CA,2020-04-17 11:52:28,54.23,-125.75,38.57,70,96,3.2
340,Okhotsk,RU,2020-04-17 11:53:05,59.38,143.3,16.3,85,31,7.67
341,Kathu,TH,2020-04-17 11:53:05,7.92,98.33,80.6,94,75,2.24
342,Kahului,US,2020-04-17 11:48:42,20.89,-156.47,71.6,78,20,12.75
343,Saint-Maximin-La-Sainte-Baume,FR,2020-04-17 11:53:06,43.45,5.86,69.01,52,62,8.01
344,Zyryanka,RU,2020-04-17 11:50:03,65.75,150.85,5.36,94,100,15.66
345,Leningradskiy,RU,2020-04-17 11:48:55,69.38,178.42,10.2,95,97,4.97
346,Luorong,CN,2020-04-17 11:53:07,24.41,109.61,73.33,79,97,3.94
347,Pimenta Bueno,BR,2020-04-17 11:53:07,-11.67,-61.19,70.21,78,76,6.35
348,Noumea,NC,2020-04-17 11:49:48,-22.28,166.46,71.6,78,28,4.7
349,Port Lincoln,AU,2020-04-17 11:47:42,-34.73,135.87,61.2,71,65,9.13
350,Bathsheba,BB,2020-04-17 11:53:08,13.22,-59.52,82.4,65,40,19.46
351,Pevek,RU,2020-04-17 11:48:15,69.7,170.31,7.16,94,88,7.47
352,Taltal,CL,2020-04-17 11:53:09,-25.4,-70.48,67.68,55,3,3.22
353,Nanortalik,GL,2020-04-17 11:49:04,60.14,-45.24,30.09,94,100,20.33
354,Praia,CV,2020-04-17 11:47:38,14.92,-23.51,80.6,51,20,21.92
355,Chokurdakh,RU,2020-04-17 11:48:00,70.63,147.92,-11.0,90,14,6.46
356,Zhigansk,RU,2020-04-17 11:48:26,66.77,123.37,3.7,92,49,14.14
357,Valparaiso,CL,2020-04-17 11:51:58,-33.04,-71.63,48.2,93,33,4.43
358,Mykolayivka,UA,2020-04-17 11:53:10,47.54,30.76,64.26,43,100,10.69
359,Grand Gaube,MU,2020-04-17 11:48:20,-20.01,57.66,77.0,83,75,12.75
360,Alta Floresta,BR,2020-04-17 11:49:23,-9.88,-56.09,72.45,89,94,3.31
361,Sabzevar,IR,2020-04-17 11:53:11,36.21,57.68,69.71,16,24,6.62
362,Tanout,NE,2020-04-17 11:53:11,14.97,8.89,102.81,6,0,19.46
363,Tilichiki,RU,2020-04-17 11:49:33,60.47,166.1,5.95,92,1,7.27
364,Te Anau,NZ,2020-04-17 11:47:53,-45.42,167.72,47.68,75,82,1.39
365,Port Macquarie,AU,2020-04-17 11:53:12,-31.43,152.92,63.0,100,40,2.1
366,Guane,CU,2020-04-17 11:53:12,22.2,-84.09,76.95,84,2,5.93
367,Beppu,JP,2020-04-17 11:49:51,33.27,131.49,60.8,87,75,17.22
368,Umm Lajj,SA,2020-04-17 11:49:35,25.02,37.27,79.61,47,8,14.72
369,Amur,RU,2020-04-17 11:53:13,54.0,128.0,27.37,80,88,12.08
370,Yaan,NG,2020-04-17 11:49:13,7.38,8.57,95.49,43,80,7.29
371,Illela,NG,2020-04-17 11:53:13,13.73,5.3,107.31,6,0,14.36
372,Winnemucca,US,2020-04-17 11:53:14,40.97,-117.74,33.8,40,1,14.99
373,Lahij,YE,2020-04-17 11:53:14,13.17,44.58,87.53,46,55,12.33
374,Druzhba,UA,2020-04-17 11:53:15,52.04,33.95,48.33,47,79,18.7
375,Baykit,RU,2020-04-17 11:53:15,61.67,96.37,36.16,80,90,3.96
376,Gao,ML,2020-04-17 11:53:15,16.64,1.64,105.35,6,0,10.89
377,Svetlaya,RU,2020-04-17 11:53:15,46.54,138.33,39.49,73,13,15.17
378,Egvekinot,RU,2020-04-17 11:49:51,66.32,-179.17,11.52,91,98,13.65
379,Caravelas,BR,2020-04-17 11:49:28,-17.71,-39.25,79.45,84,15,13.27
380,Waingapu,ID,2020-04-17 11:49:24,-9.66,120.26,80.74,77,98,0.38
381,Yinchuan,CN,2020-04-17 11:49:19,38.47,106.27,57.0,8,100,5.99
382,Tondano,ID,2020-04-17 11:53:17,1.3,124.91,80.6,88,40,2.24
383,Yura,PE,2020-04-17 11:53:17,-16.25,-71.68,55.85,21,35,1.63
384,Vestmannaeyjar,IS,2020-04-17 11:48:41,63.44,-20.27,44.6,100,90,16.11
385,Karwar,IN,2020-04-17 11:53:17,14.8,74.13,86.22,66,20,8.9
386,Wanning,CN,2020-04-17 11:47:55,18.8,110.4,76.73,80,89,6.58
387,Dikson,RU,2020-04-17 11:47:38,73.51,80.55,8.78,92,2,7.23
388,Masuguru,TZ,2020-04-17 11:53:18,-11.37,38.42,83.48,66,100,5.44
389,Nemuro,JP,2020-04-17 11:48:55,43.32,145.57,39.13,77,17,11.56
390,Saint-Georges,GD,2020-04-17 11:51:57,12.06,-61.75,80.6,78,40,6.93
391,Chernyshevskiy,RU,2020-04-17 11:53:19,63.01,112.47,12.99,90,37,6.62
392,Aykhal,RU,2020-04-17 11:53:20,66.0,111.5,12.2,51,95,8.95
393,Los Llanos De Aridane,ES,2020-04-17 11:48:24,28.66,-17.92,73.4,56,40,4.7
394,Leninskiy,RU,2020-04-17 11:53:21,54.28,37.46,43.9,57,82,17.85
395,Kolobrzeg,PL,2020-04-17 11:53:22,54.18,15.58,55.99,48,40,8.32
396,Buluang,PH,2020-04-17 11:53:23,13.31,123.34,79.63,83,22,9.26
397,Port Moresby,PG,2020-04-17 11:53:23,-9.44,147.18,77.0,94,75,5.82
398,Faanui,PF,2020-04-17 11:48:25,-16.48,-151.75,82.8,67,97,8.43
399,Bireun,ID,2020-04-17 11:48:04,5.2,96.7,78.75,74,100,2.93
400,Purpe,RU,2020-04-17 11:53:24,64.48,76.69,36.0,98,100,19.64
401,Khandbari,NP,2020-04-17 11:53:24,27.37,87.2,72.73,46,93,1.86
402,Kushiro,JP,2020-04-17 11:53:24,42.98,144.37,41.0,44,20,3.36
403,Alyangula,AU,2020-04-17 11:53:24,-13.85,136.42,77.0,88,53,6.35
404,Amazar,RU,2020-04-17 11:53:25,53.86,120.88,34.32,67,4,6.13
405,Nortelandia,BR,2020-04-17 11:53:25,-14.45,-56.8,69.84,65,49,4.54
406,Gus-Zheleznyy,RU,2020-04-17 11:53:25,55.06,41.17,45.09,56,95,14.09
407,Misheronskiy,RU,2020-04-17 11:53:25,55.72,39.74,44.31,58,89,12.73
408,Nicholasville,US,2020-04-17 11:50:00,37.88,-84.57,44.01,56,75,13.87
409,Shingu,JP,2020-04-17 11:47:39,33.73,135.98,58.48,78,99,7.16
410,Souillac,MU,2020-04-17 11:47:52,-20.52,57.52,77.0,83,75,12.75
411,Miri,MY,2020-04-17 11:48:40,4.41,114.01,84.2,89,75,4.7
412,Mizque,BO,2020-04-17 11:53:26,-17.94,-65.34,55.18,40,88,3.71
413,Skibbereen,IE,2020-04-17 11:53:27,51.55,-9.27,53.6,76,75,14.99
414,Nytva,RU,2020-04-17 11:53:27,57.94,55.33,48.2,49,75,17.9
415,Inongo,CD,2020-04-17 11:53:27,-1.95,18.27,81.14,75,100,3.47
416,Zerbst,DE,2020-04-17 11:53:27,51.97,12.08,61.0,49,87,1.99
417,Hvolsvollur,IS,2020-04-17 11:49:08,63.75,-20.22,44.6,100,90,16.11
418,Ponta Delgada,PT,2020-04-17 11:47:53,37.73,-25.67,62.6,72,20,10.29
419,Chenzhou,CN,2020-04-17 11:53:28,25.8,113.03,72.9,77,58,3.76
420,Lebu,CL,2020-04-17 11:48:24,-37.62,-73.65,58.64,73,92,8.23
421,Sinnamary,GF,2020-04-17 11:53:29,5.38,-52.95,81.77,78,92,9.17
422,Dire,ML,2020-04-17 11:53:29,12.28,-10.97,101.95,20,75,5.64
423,Camacha,PT,2020-04-17 11:53:29,33.08,-16.33,66.2,72,20,8.05
424,Alappuzha,IN,2020-04-17 11:53:29,9.49,76.33,87.78,67,69,9.01
425,Belmira,CO,2020-04-17 11:53:30,6.61,-75.67,62.6,93,40,0.74
426,Sann,PK,2020-04-17 11:53:30,26.04,68.14,107.6,22,40,16.11
427,Punta Alta,AR,2020-04-17 11:48:36,-38.88,-62.07,65.5,49,4,16.08
428,La Ronge,CA,2020-04-17 11:47:49,55.1,-105.28,30.2,68,75,6.93
429,Verkhniy Avzyan,RU,2020-04-17 11:53:31,53.53,57.54,39.78,74,100,12.19
430,Kalianget,ID,2020-04-17 11:53:31,-7.05,113.93,83.8,75,11,6.78
431,Coquimbo,CL,2020-04-17 11:48:19,-29.95,-71.34,51.8,93,0,3.36
432,Namatanai,PG,2020-04-17 11:48:27,-3.67,152.43,80.67,79,82,9.66
433,West Bay,KY,2020-04-17 11:53:32,19.37,-81.42,82.0,88,20,3.36
434,Tecoanapa,MX,2020-04-17 11:53:33,16.52,-98.75,77.22,58,57,2.89
435,Okitipupa,NG,2020-04-17 11:53:33,6.5,4.78,90.01,66,99,6.85
436,Khorixas,NA,2020-04-17 11:53:33,-20.37,14.97,92.28,12,0,8.68
437,Chebsara,RU,2020-04-17 11:53:33,59.2,38.84,37.87,76,100,11.48
438,Mayumba,GA,2020-04-17 11:53:33,-3.43,10.66,78.87,77,100,2.26
439,Asau,RO,2020-04-17 11:48:04,46.43,26.4,73.4,23,100,5.82
440,Male,MV,2020-04-17 11:53:30,4.17,73.51,89.6,66,20,11.41
441,Praia Da Vitoria,PT,2020-04-17 11:49:54,38.73,-27.07,60.8,77,40,5.12
442,Williams Lake,CA,2020-04-17 11:50:30,52.14,-122.14,39.2,93,90,3.36
443,Hervey Bay,AU,2020-04-17 11:53:35,-25.3,152.85,77.0,88,7,10.29
444,Iqaluit,CA,2020-04-17 11:49:59,63.75,-68.51,5.0,77,90,4.7
445,Iracoubo,GF,2020-04-17 11:53:35,5.48,-53.2,81.59,78,91,8.55
446,Gladstone,AU,2020-04-17 11:53:35,-23.85,151.25,75.2,78,16,4.7
447,Villamontes,BO,2020-04-17 11:53:36,-21.25,-63.5,67.86,41,91,1.48
448,Botro,CI,2020-04-17 11:53:36,7.85,-5.31,86.0,74,20,9.17
449,Sukhobezvodnoye,RU,2020-04-17 11:53:36,57.05,44.89,44.38,59,100,9.08
450,Lima,PE,2020-04-17 11:51:53,-12.04,-77.03,68.0,88,73,5.82
451,Chelno-Vershiny,RU,2020-04-17 11:53:37,54.43,51.1,46.58,64,99,13.85
452,Mahbubabad,IN,2020-04-17 11:52:17,17.62,80.02,102.25,18,44,2.55
453,Makakilo City,US,2020-04-17 11:48:22,21.35,-158.09,73.4,93,1,7.4
454,Sola,VU,2020-04-17 11:53:37,-13.88,167.55,82.58,80,97,13.0
455,Sao Filipe,CV,2020-04-17 11:47:36,14.9,-24.5,71.67,73,15,19.91
456,Adrar,MR,2020-04-17 11:48:39,20.5,-10.07,92.44,12,51,6.6
457,Vanimo,PG,2020-04-17 11:49:27,-2.67,141.3,81.9,77,30,3.09
458,Hovd,MN,2020-04-17 11:53:38,48.01,91.64,45.99,39,99,4.72
459,Tabuk,PH,2020-04-17 11:53:39,17.42,121.44,76.84,79,99,2.06
460,Dunedin,NZ,2020-04-17 11:45:05,-45.87,170.5,51.01,90,100,21.03
461,San Javier,ES,2020-04-17 11:53:39,37.81,-0.84,64.4,88,75,12.75
462,Guaratinga,BR,2020-04-17 11:50:23,-16.57,-39.57,75.2,94,75,3.36
463,Kamenka,RU,2020-04-17 11:53:39,51.32,42.77,46.0,64,99,8.01
464,Antalaha,MG,2020-04-17 11:53:40,-14.9,50.28,82.13,69,96,13.09
465,Tessalit,ML,2020-04-17 11:53:40,20.2,1.01,100.98,9,16,6.15
466,Cayenne,GF,2020-04-17 11:46:32,4.93,-52.33,75.2,100,90,7.2
467,Beaufort,MY,2020-04-17 11:49:18,5.35,115.75,84.2,83,75,4.7
468,Lefka,CY,2020-04-17 11:53:41,35.11,32.85,75.0,43,0,1.99
469,Marapanim,BR,2020-04-17 11:53:41,-0.72,-47.7,81.21,81,100,2.93
470,Kamina,CD,2020-04-17 11:53:41,-8.74,24.99,78.84,55,29,6.2
471,Xiaoshi,CN,2020-04-17 11:53:41,41.3,124.12,53.6,81,75,2.24
472,Dunga Bunga,PK,2020-04-17 11:53:42,29.75,73.24,93.9,20,45,3.67
473,Shirokiy,RU,2020-04-17 11:53:42,49.76,129.52,52.38,38,47,6.35
474,Hamilton,US,2020-04-17 11:53:42,39.18,-84.53,44.6,56,90,9.1
475,Birao,CF,2020-04-17 11:49:29,10.28,22.79,105.31,5,4,9.1
476,Buala,SB,2020-04-17 11:53:43,-8.14,159.59,81.01,77,80,0.49
477,Shimoda,JP,2020-04-17 11:53:43,34.67,138.95,55.99,85,95,15.08
478,Cururupu,BR,2020-04-17 11:53:43,-1.83,-44.87,76.93,90,100,6.22
479,Novyy Urengoy,RU,2020-04-17 11:53:43,66.08,76.63,34.23,97,100,17.45
480,Muros,ES,2020-04-17 11:53:44,42.78,-9.06,57.99,86,92,11.99
481,Saint-Michel-Des-Saints,CA,2020-04-17 11:49:36,46.68,-73.92,27.0,7,47,1.99
482,Paso De Los Toros,UY,2020-04-17 11:53:44,-32.82,-56.52,55.4,100,90,5.82
483,Markova,UA,2020-04-17 11:53:44,48.68,24.41,68.0,32,100,13.42
484,Tolu,CO,2020-04-17 11:53:44,9.52,-75.58,79.9,78,27,1.28
485,Yerbogachen,RU,2020-04-17 11:49:27,61.28,108.01,23.32,89,92,9.8
486,Hilton Head Island,US,2020-04-17 11:53:45,32.22,-80.75,66.0,62,1,3.36
487,Lerwick,GB,2020-04-17 11:53:45,60.15,-1.15,46.4,70,20,5.82
488,Labytnangi,RU,2020-04-17 11:53:45,66.66,66.42,35.74,96,100,11.65
489,Kushima,JP,2020-04-17 11:53:46,31.46,131.23,66.2,68,75,8.05
490,Mbalmayo,CM,2020-04-17 11:53:46,3.52,11.5,80.6,78,40,6.93
491,Lucea,JM,2020-04-17 11:53:46,18.45,-78.17,80.6,83,20,6.93
492,Bonthe,SL,2020-04-17 11:53:46,7.53,-12.51,89.38,61,14,11.05
493,Port Augusta,AU,2020-04-17 11:53:46,-32.5,137.77,62.6,67,90,5.82
494,Paracin,RS,2020-04-17 11:53:47,43.86,21.41,75.2,23,34,5.82
495,Along,IN,2020-04-17 11:49:15,28.17,94.77,71.4,61,69,1.1
496,Sao Joao Da Barra,BR,2020-04-17 11:48:13,-21.64,-41.05,75.2,83,75,16.11
497,San Andres,CO,2020-04-17 11:44:50,12.58,-81.7,80.6,78,20,10.29
498,Berettyoujfalu,HU,2020-04-17 11:53:48,47.22,21.55,71.6,30,68,11.41
499,Sikonge,TZ,2020-04-17 11:53:48,-5.63,32.77,79.02,48,95,7.18
500,Pacific Grove,US,2020-04-17 11:48:26,36.62,-121.92,55.4,87,90,3.36
501,Ako,JP,2020-04-17 11:53:48,34.75,134.4,64.0,71,75,4.7
502,Amethi,IN,2020-04-17 11:53:48,26.15,81.82,103.19,10,71,11.48
503,Riyadh,SA,2020-04-17 11:45:23,24.69,46.72,86.0,28,5,8.05
504,Tefe,BR,2020-04-17 11:53:49,-3.35,-64.71,77.0,94,90,3.36
505,Urubicha,BO,2020-04-17 11:53:49,-15.38,-62.95,68.43,48,28,5.06
506,Morondava,MG,2020-04-17 11:53:49,-20.28,44.28,87.06,58,1,7.78
507,Beroroha,MG,2020-04-17 11:53:49,-21.67,45.17,93.2,23,0,4.68
508,Seoni Malwa,IN,2020-04-17 11:53:50,22.45,77.47,104.38,10,83,16.22
509,Nayudupeta,IN,2020-04-17 11:53:50,13.9,79.9,102.2,29,20,11.41
510,Luderitz,NA,2020-04-17 11:47:45,-26.65,15.16,75.2,47,0,8.05
511,Sao Joaquim,BR,2020-04-17 11:53:50,-28.29,-49.93,54.16,50,1,0.54
512,Gloucester,GB,2020-04-17 11:53:51,51.87,-2.24,57.99,59,83,15.99
513,Malatya,TR,2020-04-17 11:53:51,38.5,38.0,66.2,48,20,4.7
514,Vao,NC,2020-04-17 11:48:44,-22.67,167.48,74.46,66,15,8.12
515,Palamedu,IN,2020-04-17 11:53:51,10.12,78.12,100.4,33,20,6.93
516,Carberry,CA,2020-04-17 11:53:51,49.87,-99.36,21.2,85,20,4.7
517,Griffith,US,2020-04-17 11:53:52,41.53,-87.42,33.8,92,90,5.82
518,Padang,ID,2020-04-17 11:49:10,-0.95,100.35,80.17,80,66,1.68
519,Tual,ID,2020-04-17 11:49:55,-5.67,132.75,84.13,76,11,7.9
520,Baffa,PK,2020-04-17 11:53:52,34.44,73.22,58.12,57,100,5.01
521,Bururi,BI,2020-04-17 11:53:52,-3.85,29.63,66.36,55,98,1.34
522,Opuwo,NA,2020-04-17 11:47:56,-18.06,13.84,89.31,16,0,9.86
523,Carutapera,BR,2020-04-17 11:53:53,-1.2,-46.02,79.39,84,100,10.36
524,Sawtell,AU,2020-04-17 11:53:53,-30.38,153.1,73.4,88,40,5.82
525,Rampura,IN,2020-04-17 11:53:54,30.25,75.23,83.23,36,61,10.74
526,Bubaque,GW,2020-04-17 11:48:36,11.28,-15.83,80.22,55,76,12.06
527,Nioro,GM,2020-04-17 11:48:48,13.35,-15.75,97.95,13,88,11.03
528,Zurrieq,MT,2020-04-17 11:53:54,35.83,14.47,68.0,60,0,10.29
529,Kant,IN,2020-04-17 11:53:55,27.8,79.8,100.27,13,46,10.71
530,Alexandria,EG,2020-04-17 11:53:54,31.22,29.96,69.8,68,40,16.11
531,Roura,GF,2020-04-17 11:53:55,4.73,-52.33,78.8,88,88,1.12
532,Maindargi,IN,2020-04-17 11:53:55,17.47,76.3,102.47,14,62,3.29
533,Bacolod,PH,2020-04-17 11:53:56,10.67,122.95,84.38,67,13,9.22
534,Ust-Kuyga,RU,2020-04-17 11:53:56,70.02,135.6,-12.78,87,86,6.2
535,Road Town,VG,2020-04-17 11:52:38,18.42,-64.62,78.71,77,3,14.92
536,Necochea,AR,2020-04-17 11:49:39,-38.55,-58.74,53.01,86,38,4.0
537,Itarema,BR,2020-04-17 11:48:07,-2.92,-39.92,82.65,76,100,9.93
538,Kyzyl-Suu,KG,2020-04-17 11:53:47,42.34,78.0,49.06,32,78,3.91
539,Puerto Carreno,CO,2020-04-17 11:49:13,6.19,-67.49,82.4,58,96,6.82
540,Guarapari,BR,2020-04-17 11:50:01,-20.67,-40.5,81.0,78,40,11.41
541,Belmonte,BR,2020-04-17 11:48:09,-15.86,-38.88,75.2,94,75,3.36
542,Kirakira,SB,2020-04-17 11:53:58,-10.45,161.92,80.24,79,89,3.83
543,New Port Richey,US,2020-04-17 11:52:09,28.24,-82.72,64.99,85,99,1.01
544,Muisne,EC,2020-04-17 11:53:58,0.6,-80.03,77.0,100,40,2.24
545,Taraz,KZ,2020-04-17 11:53:58,42.9,71.37,66.2,37,7,8.95
546,Placido De Castro,BR,2020-04-17 11:53:59,-10.34,-67.19,70.0,66,14,5.59
547,Warrington,GB,2020-04-17 11:53:59,53.39,-2.58,62.01,58,20,16.11
548,Rio Grande,BR,2020-04-17 11:52:23,-32.03,-52.1,61.0,100,90,11.41
549,Coihaique,CL,2020-04-17 11:46:59,-45.58,-72.07,55.4,87,90,6.93
550,Lapua,FI,2020-04-17 11:54:00,62.97,23.01,42.01,56,91,16.62
551,Stabat,ID,2020-04-17 11:54:00,3.76,98.45,80.6,88,75,6.93
552,Atakpame,TG,2020-04-17 11:54:00,7.53,1.13,96.1,43,75,3.22
553,Marfino,RU,2020-04-17 11:54:01,55.7,37.38,41.0,80,40,17.9
554,Cheremukhovo,RU,2020-04-17 11:54:01,60.35,59.99,44.64,58,48,6.85
555,Igrim,RU,2020-04-17 11:54:01,63.19,64.42,34.65,98,100,3.62
556,Mackay,AU,2020-04-17 11:49:15,-21.15,149.2,77.0,88,75,4.7
557,Bluefield,US,2020-04-17 11:49:53,37.27,-81.22,35.6,51,1,4.7
558,Katobu,ID,2020-04-17 11:54:02,-4.94,122.53,78.22,87,25,5.1
559,Inowroclaw,PL,2020-04-17 11:54:02,52.8,18.26,59.0,26,30,12.75
560,Yurga,RU,2020-04-17 11:54:02,55.72,84.89,45.75,68,58,4.65
561,Pilar,BR,2020-04-17 11:54:02,-9.6,-35.96,80.6,88,40,2.24
562,Launceston,AU,2020-04-17 11:54:03,-41.45,147.17,50.0,70,75,11.41
563,Calatayud,ES,2020-04-17 11:54:03,41.35,-1.64,64.4,77,100,8.05
564,Perth,AU,2020-04-17 11:49:59,-31.93,115.83,69.8,56,99,8.05
565,Ambilobe,MG,2020-04-17 11:54:03,-13.2,49.05,87.8,56,41,11.88
566,Callaway,US,2020-04-17 11:54:03,30.15,-85.57,59.0,77,1,5.82
567,Mbarara,UG,2020-04-17 11:54:04,-0.61,30.65,76.96,47,95,4.0
568,Shelburne,CA,2020-04-17 11:49:56,44.08,-80.2,25.0,85,84,9.86
569,Mizdah,LY,2020-04-17 11:54:04,31.45,12.98,77.65,35,10,6.78
570,Rorvik,NO,2020-04-17 11:54:04,64.86,11.24,38.7,74,97,14.2
